"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","condition","correct_response","correct","Image","LeftLable","RightLable","shape","association","screen_id"
"","","","","","psychophysics","516","545964","0.0-11.0-0.0-0.0-0.4-0.217","484","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.165963060686077","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/19.png","其他","自我","朋友","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","517","546268","0.0-11.0-0.0-0.0-0.4-1.217","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","518","548084","0.0-11.0-0.0-0.0-0.4-0.218","715","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.163364055299593","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/25.png","其他","自我","生人","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","519","548393","0.0-11.0-0.0-0.0-0.4-1.218","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","520","550021","0.0-11.0-0.0-0.0-0.4-0.219","527","","arrowright","","","","","","","","","","","","","key","arrowright","4.166323907454893","853.3333333333334","476","classify_self","arrowright","true","../../test_img/19.png","自我","其他","朋友","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","521","550324","0.0-11.0-0.0-0.0-0.4-1.219","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","522","551895","0.0-11.0-0.0-0.0-0.4-0.220","469","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.1662234042553195","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/12.png","自我","其他","自我","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","523","552201","0.0-11.0-0.0-0.0-0.4-1.220","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","524","553778","0.0-11.0-0.0-0.0-0.4-0.221","477","","arrowright","","","","","","","","","","","","","key","arrowright","4.1660477453580285","853.3333333333334","476","classify_self","arrowright","true","../../test_img/12.png","其他","自我","自我","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","525","554095","0.0-11.0-0.0-0.0-0.4-1.221","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","526","555770","0.0-11.0-0.0-0.0-0.4-0.222","573","","arrowright","","","","","","","","","","","","","key","arrowright","4.166334164588412","853.3333333333334","476","classify_self","arrowright","true","../../test_img/25.png","自我","其他","生人","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","527","556078","0.0-11.0-0.0-0.0-0.4-1.222","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","528","557739","0.0-11.0-0.0-0.0-0.4-0.223","560","","arrowright","","","","","","","","","","","","","key","arrowright","4.1660804020099915","853.3333333333334","476","classify_self","arrowright","true","../../test_img/12.png","其他","自我","自我","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","529","558050","0.0-11.0-0.0-0.0-0.4-1.223","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","530","559690","0.0-11.0-0.0-0.0-0.4-0.224","540","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.163520408163206","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/19.png","其他","自我","朋友","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","531","560006","0.0-11.0-0.0-0.0-0.4-1.224","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","532","561630","0.0-11.0-0.0-0.0-0.4-0.225","524","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.166580976863574","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/25.png","其他","自我","生人","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","533","561942","0.0-11.0-0.0-0.0-0.4-1.225","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","534","563568","0.0-11.0-0.0-0.0-0.4-0.226","523","","arrowright","","","","","","","","","","","","","key","arrowright","4.166066838046512","853.3333333333334","476","classify_self","arrowright","true","../../test_img/19.png","自我","其他","朋友","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","535","563872","0.0-11.0-0.0-0.0-0.4-1.226","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","536","565409","0.0-11.0-0.0-0.0-0.4-0.227","434","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.165760869565218","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/12.png","自我","其他","自我","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","537","565722","0.0-11.0-0.0-0.0-0.4-1.227","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","538","567356","0.0-11.0-0.0-0.0-0.4-0.228","531","","arrowright","","","","","","","","","","","","","key","arrowright","4.165984654731517","853.3333333333334","476","classify_self","arrowright","true","../../test_img/19.png","自我","其他","朋友","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","539","567658","0.0-11.0-0.0-0.0-0.4-1.228","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","540","569288","0.0-11.0-0.0-0.0-0.4-0.229","528","","arrowright","","","","","","","","","","","","","key","arrowright","4.166153846153965","853.3333333333334","476","classify_self","arrowright","true","../../test_img/12.png","其他","自我","自我","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","541","569600","0.0-11.0-0.0-0.0-0.4-1.229","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","542","571179","0.0-11.0-0.0-0.0-0.4-0.230","477","","arrowright","","","","","","","","","","","","","key","arrowright","4.166402116402178","853.3333333333334","476","classify_self","arrowright","true","../../test_img/25.png","自我","其他","生人","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","543","571480","0.0-11.0-0.0-0.0-0.4-1.230","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","544","573072","0.0-11.0-0.0-0.0-0.4-0.231","489","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.1656167979005065","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/12.png","自我","其他","自我","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","545","573373","0.0-11.0-0.0-0.0-0.4-1.231","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","546","575008","0.0-11.0-0.0-0.0-0.4-0.232","534","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.165473145779932","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/19.png","其他","自我","朋友","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","547","575314","0.0-11.0-0.0-0.0-0.4-1.232","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","548","576926","0.0-11.0-0.0-0.0-0.4-0.233","511","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.162857142857022","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/25.png","其他","自我","生人","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","549","577239","0.0-11.0-0.0-0.0-0.4-1.233","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","550","578738","0.0-11.0-0.0-0.0-0.4-0.234","398","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.165642458100689","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/25.png","其他","自我","生人","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","551","579041","0.0-11.0-0.0-0.0-0.4-1.234","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
